"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
"67",415.54629,113.14896,13647.234,28.1767,0.17468,0,40.88609,51.5695,242.86068,10.14997,264.19065,-1.28027,-56.4389,5.84716,120.2463,41965.938,9.65179,817.8225,17.46838,12.93067,-8.84615,18.16708,4878.2241,127.95705,30.63655,-70.50213,11966.808,116.56032,11.76353,-49.49073,888.2508,22.45847,135.99279,28581.525,2.39526,14.31826,-44.20133,-114.76494,95.89068,13.44748,7855.512,-3118.4964,21.12311,422.74713,0,25.60349,24.37853,257.75502,197.09229,12.37708,"0"
"68",230.37444,84.0696,347.71722,16.30967,2.33333,26.06744,90.32514,59.66513,281.18604,15.91409,318.34944,11622.291,4.28501,34.45198,145.11321,54997.968,31.64816,1925.9763,21.66669,22.75199,-78.07143,16.83331,3556.3083,239.35755,34.20102,-107.81319,17690.565,82.52538,11.10493,-100.25493,399.53829,51.28811,134.17602,29654.061,13.21322,25.43602,124.66851,-126.62121,72.21885,4.98777,7116.453,-3034.2888,197.27721,639.41679,0,9.7072,-13.35964,133.6254,22.22131,10.75634,"0"
"69",324.17433,116.88865,12421.26549,20.18905,-1.36614,1.66652,60.42924,59.4148,237.53565,11.38556,300.13975,5823.96028,20.80869,28.94399,178.967563307361,53628.48546,18.80901,1412.82372,15.41764,68.32924,-107.19969,22.83041,4883.84585,164.32654,32.05109,-36.42647,14584.14878,103.13091,12.00149,-20.93225,494.27408,54.37355,139.60251,29161.19193,5.3613,19.17876,0.18761,-128.77228,93.31987,7.59158,9107.94737,-2586.53772,3.61019,314.68749,1.04373,17.72765,-30.91588,129.23312,90.00163,13.23618,"0"
"70",482.11266,204.87273,1661.6373,17.4078,0.69463,22.2594,82.04583,48.3966,269.99838,24.28172,307.26597,11823.564,32.65784,13.34136,138.17664,36478.644,6.32099,995.4216,26.85908,30.33916,63.79271,15.97654,1987.131,335.99826,29.47749,-13.66221,4308.6291,155.61501,11.46269,-86.53842,944.4789,76.26156,128.78436,26038.116,2.23633,24.80633,-56.19381,-131.47674,82.9104,4.64583,10125.267,-4427.1159,55.24388,524.63115,0,10.28424,-89.26944,243.82116,168.0081,16.12019,"0"
"71",383.13561,223.2495,2990.6118,17.71616,0.46465,0,32.05906,44.07837,275.6619,7.93721,325.79316,28323.12,45.00946,21.8009,92.57109,20828.547,8.32899,112.79706,22.76765,118.95876,-19.15826,16.95958,2761.104,300.45636,24.52308,-4.07526,90.87438,95.78511,4.38071,-41.15677,468.08151,100.86903,42.92697,13312.032,4.60342,29.09889,63.30509,-210.57213,52.3701,8.85843,7370.925,-978.7029,262.96383,379.62558,0,8.53889,20.23273,322.43424,224.11821,18.35076,"0"
"72",271.42392,139.81677,5841.7056,21.40145,0,9.175,49.82345,58.46018,226.51872,12.10529,288.50832,11986.266,59.40907,10.05585,141.19125,39674.793,19.71841,938.3448,19.68646,19.70261,41.94206,21.05086,1550.1333,249.8835,26.18992,46.91379,7437.993,109.20285,14.36863,-42.90185,400.8003,43.4041,50.0446,22856.25,3.16195,18.17446,-19.94059,-237.92304,106.71195,2.6094,9110.76,-2127.6909,8.38585,272.00352,0,7.97868,-1.89609,82.63785,-21.40539,18.5857,"0"
"73",363.6956,63.99897,9426.11893,20.61302,-0.43731,10.77864,67.22343,47.24025,247.3922,9.52944,302.93478,29639.62685,-53.44368,28.07842,120.75573,58532.61951,22.45999,883.45395,21.2828274216872,63.25936,-56.33227,15.26315,7430.53515,204.722,27.64607,-38.39009,10727.51316,112.65369,8.90709,-20.49906,601.38254,93.2444,63.01375,7776.68395,1.96857,21.59188,9.79086,-218.28211,79.22589,11.27958,11001.44782,-2507.35612,33.92581,498.51702,-0.28368,14.73015,-7.23902,193.90302,13.6766,16.69353,"0"
"76",303.32292,90.23063,6676.28882,19.00939,-0.95268,17.43721,67.12078,58.92719,231.87517,15.21834,306.28134,12867.73722,57.72902,32.77221,129.18879,61233.98362,25.64489,1422.57811,15.90834,-2.62108,-88.74575,23.9656128484425,3642.87977,308.54262,33.47356,-118.96612,11710.15878,96.06868,17.05901,-47.28667,414.6961,76.28798,39.03806,22587.3707,4.12139,22.29816,17.45207,-251.11552,101.31264,6.37702,11475.92286,-4735.90064,-12.54752,504.44144,0.287931152682642,9.74331,-32.70753,137.91066,0.65325,15.37354,"0"
"77",457.76694,99.32481,7277.79614,28.19514,0.38445,15.70167,82.85203,54.82472,266.11044,13.94657,284.6899,-19.42183,26.66076,2.46776,189.84466,59171.06924,17.67313,3322.91015,30.21834,5.3952,119.81715,21.71821,3362.86394,240.74548,28.81303,97.22172,2803.07481,105.55652,24.6736,-30.26346,527.9901,50.18865,154.91584,29508.52801,5.04369,16.96641,-3.00116,-109.76042,86.68163,5.19716,7569.10504,-3383.42633,8.77002,226.522572342424,-0.42814,8.7461,54.84647,263.09097,617.97602,17.0856,"0"
"78",410.55069,59.34559,7525.14,21.51744,0.73967,11.0636,71.71722,55.51616,237.6843,12.25399,288.31443,8011.452,37.51827,24.52426,152.55762,59344.899,23.00971,2458.884,15.95556,16.99767,-76.60518,19.12556,5170.2183,181.49553,28.06554,-1.86116,14305.908,123.31887,10.94105,-7.43185,636.28833,67.70197,143.8788,25954.143,2.49234,13.3553,-34.1984,-119.75709,92.58282,7.91768,14080.623,-2778.6783,-29.41463,222.07305,0.10567,18.46067,-22.39091,475.70394,177.46179,20.10308,"0"
"79",390.07977,213.89241,3761.8179,17.3357,0,7.23168,43.63608,58.55671,237.21717,10.50297,304.85994,10030.599,42.5977,29.81614,102.94179,29750.178,12.55648,1791.3228,17.64206,22.90869,-104.23761,16.66191,1962.1944,191.9166,21.55084,-28.72022,7627.329,107.78835,12.14655,-63.68176,416.98701,49.63232,129.31359,27650.37,2.62755,12.17257,56.00854,-135.20826,88.16889,4.73627,10328.334,-3432.2739,13.41981,504.36999,0,13.77226,-48.06733,150.15297,14.16563,20.7305,"0"
"80",286.55079,27.35201,7738.488,17.42478,1.33463,19.43978,58.79566,59.18792,221.92332,12.32561,304.99104,24679.851,66.69147,29.56816,210.02427,144917.25,78.82008,1453.6506,16.21569,35.11914,-72.50037,20.28628,13870.242,255.80508,34.09904,-20.56869,4724.6646,101.85849,11.56537,-0.27059,509.56224,96.73869,25.55443,15410.322,3.2107,15.69019,21.2175,-263.43993,133.97592,6.43896,14028.459,227.91804,-38.41347,308.84883,0.06673,11.04317,-17.7203,127.68864,31.77616,21.64496,"1"
"81",381.47823,107.91531,1611.4467,12.35852,2.1803,11.8878,46.37283,53.77474,266.49939,6.40976,353.86512,18485.997,2.11433,49.05134,132.52554,53010.285,24.49624,330.70941,20.64873,55.41356,-150.73671,21.54649,4645.8735,316.32567,34.31805,-244.47528,968.415,89.44953,8.42421,17.09482,385.78314,101.01945,74.6649,17437.68,4.98423,25.56436,86.00712,-209.01687,104.8593,6.84989,10123.335,761.1804,-27.88228,939.9249,0.841284732926498,7.79624,-34.1855,96.01143,30.93684,13.27063,"0"
"82",295.94928,56.84572,7127.38906213667,15.64451,3.85117,0,69.41883,60.66998,254.41611,11.22789,341.12979,-64.06422,47.48201,43.68128,186.98172,92742.9,44.97655,1519.38,18.93491,66.96664,-123.86742,23.21395,12783.63,213.68679,30.47268,-55.43046,4451.2521,98.62377,9.99389,-29.96401,375.45039,74.89467,105.56172,28806.948,7.80224,18.48248,114.67455,-176.23152,102.68925,7.40984,10269.753,-1045.1775,-16.3234,516.3132,0.470748106726059,12.54386,-49.68235,66.01665,77.7837,13.56775,"0"
"84",334.52028,103.28058,7660.932,12.83614,4.22727,15.07188,46.70348,58.95829,252.4848,5.98367,342.59397,15116.382,-62.99541,53.9028,132.4731,46365.654,25.06473,988.0455,12.95454,143.25021,-96.22878,21.95456,4736.2773,203.81151,33.942,-65.16422,829.3524,103.34958,7.58138,0.23262,436.2801,79.66464,84.97143,22681.059,10.08545,29.70264,24.34299,-182.13309,57.43719,8.35818,11010.123,-795.7218,73.13586,362.17893,0.95455,12.37529,-51.21732,136.7718,24.13834,11.51072,"0"
"85",273.91344,87.38988,9482.946,16.73754,0.52975,8.57849,107.61723,59.70246,232.94676,18.96217,296.6172,16066.926,57.13731,12.26268,136.15563,52964.469,31.33076,827.0133,18.27638,131.88591,88.6443,23.17662,3942.4461,312.2457,31.2492,34.03867,794.3349,92.01219,8.3548,1.31319,449.81376,92.97957,56.87008,24763.341,9.31376,28.30311,68.42661,-228.28167,74.09358,5.26683,7935.621,-447.80862,67.00652,305.37744,0,9.42119,13.76591,63.89807,29.30085,14.27886,"0"
"86",392.17875,63.56094,10108.776,18.94436,0.65359,13.04404,58.64538,55.89545,235.30518,11.00274,301.14498,15833.154,58.48337,40.22438,142.23039,72537.63,30.70024,1048.4826,15.96619,68.76492,-135.24207,22.03515,7353.675,202.46601,27.64554,-50.06495,14838.588,109.06485,10.14024,-18.569,582.3531,68.83826,83.68044,18303.354,5.59448,21.60459,-12.06355,-169.41018,90.71154,7.15785,12446.082,-2959.6584,7.7585,486.89436,0.46685,15.6984,-28.71221,191.49432,29.66869,14.54078,"0"
"87",376.34325,114.53379,8491.761,27.29509,0,6.72953,42.1225,53.8013,225.7956,11.64837,284.58429,13766.949,46.76316,11.48574,121.19919,45570.981,13.2894,2314.9569,13.87569,27.0095,-8.22314,20.56124,2755.6737,201.68838,25.16796,-18.21538,9101.307,132.70632,15.74166,4.41092,802.2354,41.69698,107.93256,24753.612,2.45612,12.98573,-63.20738,-159.33411,90.71637,6.24493,13725.756,-1842.0999,5.75112,290.23746,0,18.22104,25.65965,451.0047,218.98668,14.16853,"0"
"90",301.18086,42.10677,8723.049,20.14807,0.24643,9.33294,49.39855,52.65038,225.98811,9.00602,283.33125,16390.743,38.42569,11.6944,146.03505,81925.77,34.43328,320.09583,18.23573,86.98692,22.03329,21.76784,7037.379,222.09513,33.42146,8.77473,13832.085,104.76339,8.63804,22.30549,632.11659,88.65603,51.83618,19159.713,3.075,22.26968,19.43813,-208.01913,75.33834,6.91987,10633.176,-753.6594,80.72517,197.9955,0,14.30612,28.75872,220.32045,43.13038,18.50125,"0"
"91",569.02575,220.69857,1785.7269,22.88647,0,13.86631,41.82649,41.36633,287.7507,10.3124,309.49881,8053.404,64.02124,14.89717,124.32006,28593.6,8.9918,637.87395,36.44849,11.79555,-10.46923,12.37874,1924.7757,401.73042,29.34487,27.15502,4819.6155,105.92397,15.20512,-69.65481,428.77014,84.19725,123.7101,21606.591,3.94359,20.61078,74.30886,-147.31362,84.90312,3.95333,8435.25,-2626.6161,145.24983,326.49213,0,5.67436,20.79646,538.13031,843.3525,19.8395,"0"
"92",273.66711,110.84988,7682.736,16.66592,0.45295,10.3164,63.39796,58.16962,231.1914,12.35121,305.72106,24634.173,-2.57772,39.28467,128.60979,44241.765,23.41543,492.78627,17.21226,64.98461,-73.81068,20.38295,2243.3073,264.06645,32.44208,-48.35658,9053.904,101.19747,10.36753,-51.00894,462.63948,85.87395,85.28607,16888.026,8.63569,27.25058,6.65741,-198.93045,75.91173,4.553,8917.077,-2606.7441,101.61423,374.94876,0,8.97242,-2.85917,122.06376,65.23957,17.43271,"0"
"93",350.55726,223.22673,7624.845,24.0307,0,7.3002,36.89803,58.12077,221.79291,9.01471,275.58186,6106.776,-54.1136,11.25563,140.71239,29971.806,10.46606,2059.8087,15.19932,38.56017,-23.70371,22.19578,2827.6062,153.82653,27.68929,-40.30373,7983.921,96.99399,9.2725,-63.72985,562.50663,43.11003,123.80118,32541.021,8.4505,18.74164,11.66045,-153.16413,80.07933,8.19223,8893.617,-2848.8375,124.98867,357.9858,0,18.85273,17.77164,267.11349,177.9096,12.9041,"0"
"94",389.10825,32.63838,8627.898,24.3561,1.07532,7.61795,50.14285,55.96769,228.1347,9.71934,263.6421,9968.637,62.44638,11.34995,160.57749,72741.87,26.222,2393.9274,18.63897,43.57529,148.49628,21.68573,2504.6931,322.96071,28.62555,16.24253,10764.138,132.78636,16.99436,36.15179,589.16478,75.86688,69.67413,30973.341,1.18059,15.58765,-18.48075,-226.55943,91.32978,3.6651,12462.159,-1728.2292,-8.16284,111.38256,0,9.88949,22.21862,456.83037,133.63299,20.74209,"0"
"96",249.35703,98.84457,8652.945,21.01995,0,13.54546,85.06941,60.17918,260.64681,16.07286,304.63086,7869.657,53.54973,7.26363,183.58278,54891.225,29.50157,3127.5492,22.25809,2.50587,31.35105,18.81816,3709.1709,508.11393,26.53519,69.552,6283.6506,72.97026,18.98066,-34.0475,226.52148,42.84472,81.2268,30677.883,8.08038,15.58931,122.30526,-175.7361,86.45493,3.52344,5953.1337,-2190.336,15.33297,233.46771,0,4.39529,1.6328,44.85,50.61757,19.08195,"0"
"97",312.09175,163.62621,1471.55741,17.84866,1.01481,14.10526,84.1202,55.63868,233.96957,18.53603,298.07691,6988.20178,-10.54349,11.98633,125.84239,31153.10748,13.24806,154.25006,16.8851008696085,95.94402,84.46277,22.38915,1849.40078,365.55351,33.6201,58.18077,66.03573,121.80958,9.20293,9.17938,464.66319,119.91917,69.07306,26720.63288,8.33887,30.14563,2.57015,-221.61784,61.82734,6.39796,8506.21431,-836.35815,98.78468,332.70137,0.82439,8.64356,43.43088,197.85239,94.75132,14.23478,"1"
"100",308.9242,122.58167,8646.77859,18.21582,-0.30091,10.66824,47.68944,54.41251,244.66002,11.79262,305.86667,21672.84084,66.83253,25.09029,110.952,40911.76299,16.3553859072452,1778.941,20.71374,101.65391,-77.41738,17.4135,2993.40856,232.31741,29.06042,-14.36007,9804.39644,107.53153,8.54535,-63.11966,493.96389,65.46505,86.96062,20303.20027,10.32859,27.12597,17.29479,-194.07886,75.06566,5.22962,8929.70667,-1455.80414,127.47385,413.64399,0.427935862554691,9.00039,6.97729,147.30214,124.7738,20.12541,"0"
"101",416.58819,60.13033,9864.516,29.18183,0.13193,10.05779,34.25333,58.23738,220.44189,7.60994,262.36215,682.60458,44.61188,0.97375,189.35946,56807.769,20.74209,911.3037,18.20648,17.23406,185.24016,23.74759,974.6112,201.47034,34.18847,30.69569,14793.324,124.62987,21.3555,19.35512,546.15156,47.06587,114.94503,34376.352,0.39578,11.26811,-46.02762,-146.35866,105.96606,2.75265,9593.829,-305.24565,55.46213,139.34757,0,9.55319,63.05924,299.09775,189.54507,23.71054,"0"
"102",386.75742,132.7077,6124.44,21.30748,0,7.43344,31.67818,57.30995,218.06346,9.75184,283.44993,10930.29,50.82167,7.56219,132.89469,42659.25,14.69769,2451.7287,14.76483,43.18682,25.70285,22.07414,3636.714,217.54044,27.87441,-2.05819,7590.621,111.67857,10.76366,-18.23622,627.46668,69.10212,75.10305,30053.433,2.1602,16.90776,23.64685,-165.82494,93.92625,7.4411,10525.881,-880.9713,51.15074,252.61866,0,15.10686,18.32723,262.13514,242.65368,18.18005,"0"
"103",310.17777,15.50527,24606.2941252675,18.49214,3.29734,0,50.94794,61.60672,218.83419,8.617,320.64438,3468.3402,38.12947,48.68019,310.29507,190831.92,76.50168,2186.9826,12.94516,52.22555,-161.5842,24.36369,20760.56588383,155.65917,32.04546,12.08977,36136.749,111.78966,9.06253,26.18957,583.52886,70.90578,61.42277,25700.43,4.42661,16.56662,-15.1907,-200.85417,107.49303,10.72239,14073.102,-2049.7278,-34.26174,104.11203,0.12212,20.75996,-86.32935,254.5203,28.75623,15.32138,"1"
"105",505.01721,146.61879,7605.663,27.98371,0.17692,6.15077,86.87514,41.08136,279.65148,13.9607,290.33268,17437.059,-22.57369,64.22762,103.25367,32008.617,9.84582,3542.1426,15.03848,86.58879,-434.60133,26.53844,2190.0255,135.30555,25.83746,-512.04969,1480.1742,103.1067,11.07636,-97.1244,672.9915,41.25462,226.82922,24954.747,6.43212,23.27177,8.91232,-77.79267,66.00209,9.1436,7819.839,-2247.2403,258.66444,1260.4299,0.685823183980843,20.32919,-170.3403,187.7076,280.90659,11.17414,"0"
"106",290.33383,74.85507,13146.3570151486,18.0108,0.6812,17.42885,57.74638,56.49181,236.71784,15.71394,312.42657,18784.86688,68.22828,8.52324,136.18518,69272.58319,33.49913,812.00714,19.9575,3.00335,11.42609,19.21195,4699.81975,663.0421,34.63977,-15.10541,8041.7949,105.00049,17.03158,-22.36348,401.5757,87.66002,56.19817,16733.507,3.86665,25.02593,-8.75949,-238.60362,114.51889,3.60405,11664.70617,-3329.30834,-23.06157,358.36947,0.00667,4.16229,-1.28829,102.26346,23.34656,13.99187,"0"
"107",227.32602,19.81597,24046.707,17.12352,4.84327,18.22594,50.99866,62.06936,249.68961,9.64765,311.82204,22649.181,65.09619,37.83015,259.87332,232326.45,123.86259,668.16012,16.3875,28.64045,-97.45974,19.8375,22384.635,216.65448,34.16383,-217.64463,3094.6362,74.22468,13.55112,-21.13967,418.1469,62.46473,49.13428,21557.601,8.56118,21.59107,159.78537,-255.46629,96.67521,6.27125,10522.707,-3463.2825,-15.84544,1083.1413,0.590113660732291,12.65915,-45.54628,43.06421,1.54396,13.08868,"1"
"109",520.4739,177.74469,1298.4972,14.88151,0,12.28718,27.63491,50.42927,250.09395,6.54818,299.58489,6011.625,27.31772,47.00397,153.09513,36436.692,10.72315,1876.3998,13.84464,46.71335,-220.30941,22.10677,7897.671,103.19985,29.13152,-313.13028,2739.3276,109.83558,9.78399,-96.00522,739.335,43.9737,251.71062,31717.23,2.58976,20.51598,15.63768,-49.3913,72.2982,16.0376,8018.076,-2416.725,192.3858,1060.5852,0.562596921215962,21.94241,-75.46047,214.81011,136.58895,12.53399,"0"
"110",325.01967,61.62004,5918.6268,16.51867,2.40091,15.67349,85.07907,58.84624,248.35584,10.10519,306.48489,18059.991,61.27662,44.60981,160.66719,79530.09,35.80265,1283.814,16.38881,91.34082,-62.37165,19.93796,7962.807,202.70958,33.3072,-143.58279,18460.329,98.06073,8.90611,-23.66003,397.66908,59.28742,110.05983,21962.562,9.01802,17.88715,7.93045,-155.86686,92.49036,6.84198,13966.635,16.88568,-33.28864,799.1166,0.120169903134452,13.18052,-76.57137,127.70934,38.71921,13.21598,"0"
"111",200.54712,12.9068,890.2725,16.79646,2.4602,32.36562,97.50528,64.92383,202.77237,14.42355,278.68686,18345.651,68.93976,18.60578,296.89803,234846.33,133.227615014629,586.11567,12.41545,70.14885,37.68076,28.20644,24511.008,261.43755,33.44589,13.41077,140.46123,92.52831,9.63675,16.66088,490.87497,94.04838,21.63688,17191.833,8.55303,22.81416,54.16045,-362.07888,93.20106,5.99734,13132.839,289.63233,-4.41757,144.32454,0,11.87483,3.2711,76.16703,32.1776,16.51156,"1"
"113",390.24744,100.55646,8642.595,15.97095,0.25,11.41115,39.78112,57.35956,240.15174,8.01125,305.14491,28596.222,3.85562,43.18724,129.43227,50996.382,23.46725,706.4082,15.75001,89.53854,-137.13957,19.62498,3572.5509,263.79597,30.9534,-149.85213,11344.083,110.55387,9.26139,-17.99051,552.3243,70.67325,50.49544,12710.559,4.86473,24.87409,9.07191,-210.82812,100.39776,5.88244,11844.609,-1460.4126,14.88109,693.0291,0.25,12.02573,-24.71318,152.51277,166.83717,12.49742,"0"
"114",343.35159,54.16196,12254.331,15.4914,4.50417,10.25043,74.64696,59.8535,270.56556,9.69291,388.8702,13196.664,64.67004,46.04605,187.83594,104060.97,47.54735,358.2204,13.89584,40.80577,-287.73345,22.99998,12572.628,180.67995,33.73065,-273.91344,1825.7538,96.01005,13.25145,-27.14564,456.04446,68.86842,102.78033,25196.73,2.72007,12.14662,4.97228,-167.88183,110.42622,7.94045,11908.848,-1417.3083,-10.71087,1109.0715,0.762004705285395,13.82864,-86.38179,105.63279,40.18788,17.18811,"1"
"115",290.87818,74.4968,1386.42676,19.34576,-0.13199,19.16373,72.85933,56.1186,221.31038,12.02957,298.34645,14166.93238,9.93221,9.0997,149.20036,60012.0928,31.0489,791.05893,17.37127,112.80512,50.79688,25.27803,6351.09747,279.25784,30.74149,5.22029,679.19912,115.10158,10.38314,13.03882,485.67162,91.22224,39.81604,21003.12494,5.74701,25.09078,-17.65946,-263.09858,77.08043,8.3064,9949.40904,-1670.66103,47.04985,353.783360510622,0.30369,10.74555,34.21554,131.02591,110.86274,17.55063,"1"
"116",346.29858,61.08184,8900.103,17.39545,0.73293,12.49666,74.55174,60.22907,224.32107,14.2356,297.12573,6676.8885,58.83589,1.32439,224.181,75324.54,38.68271,1503.0546,17.59031,66.07771,110.71878,24.39605,5431.9284,456.94836,27.95183,16.35611,8319.951,127.37883,10.74406,51.97784,521.9781,94.28436,43.12762,31350.15,3.93585,20.65819,10.19496,-250.72047,86.91378,4.07066,10609.992,1311.2484,33.80538,155.65434,0,6.98687,25.93952,178.34361,284.72091,17.48771,"0"
"117",284.0868,170.79087,10246.638,15.42495,-2.28729,0,68.31745,58.16838,267.630316672996,8.4879,320.93830444425,13734.795,-37.6415,59.26417,125.37714,40622.094,15.00212,656.05407,14.86743,98.63826,-600.13509,21.72927,8864.292,114.29436,33.30016,-478.291832752307,5704.6233,85.87947,9.01671,-125.39508,576.4605,54.08993,287.62167,32529.084,4.17771,20.71387,81.45588,-11.73269,55.06255,14.58474,7280.19,-2786.4615,259.04463,1449.83840976123,0.642092506048505,19.31572,-219.85608,110.90094,3.8006,15.39556,"0"
"118",451.42767,131.02065,6292.4964,20.74685,0,10.11926,49.3212,47.62829,255.76023,12.73664,322.55637,26289,-31.12935,0,98.49129,25903.152,13.54732,365.27703,22.6714,26.15811,140.34945,15.91223,587.04924,819.0507,32.84483,13.73431,4825.7979,130.01187,2.45927,24.59443,643.09587,6.5964,35.83474,18121.815,1.60123,23.12963,5.23188,-252.6159,140.35428,2.04203,13504.818,4119.921,-68.33705,97.77093,0,0.33498,-2.05745,401.27157,448.60074,19.19759,"0"
"120",580.98069,73.86381,5559.7302,20.76086,3.26241,3.4332,38.57293,52.29827,280.12896,11.6659,304.83372,2353.8867,39.84647,59.34876,137.9793,53122.065,14.01045,3394.0203,16.14897,37.34404,-446.97717,30.50352,5294.6736,139.2282,30.50821,-321.07149,10313.154,125.37852,13.73831,-93.17829,768.6669,34.43838,260.09412,31596.273,4.73009,13.59128,-15.47711,-42.78262,58.23365,11.92782,9908.745,-5158.8195,65.97007,1111.3002,0.937684961068083,21.75287,-118.38123,189.41328,72.57903,15.30537,"0"
"121",196.29603,18.8016,1790.9157,17.77737,0.65341,31.83543,90.35619,63.13845,207.96462,16.03374,278.5806,14259.816,66.039,11.47787,279.06912,216557.88,132.84225,971.1612,17.25,66.03086,64.42613,26.13637,22033.908,275.57703,34.27948,12.14145,1523.3613,96.39024,11.458,8.27524,431.30934,84.37251,31.03496,23092.644,7.64354,22.16632,52.96136,-301.45755,107.44611,5.7285,11502.576,-545.39463,-13.88977,299.89194,0,10.77366,6.72881,71.94423,-13.00836,15.6265,"1"
"122",410.92536,168.33447,5784.2838,22.71335,0,4.51927,38.05143,42.16528,271.36665,6.84296,301.93779,25388.619,67.14908,9.82588,99.1737,30446.319,8.55124,1260.1884,26.32895,145.83495,1.89905,14.88944,2372.1648,155.84754,29.99782,-18.21207,7078.848,115.14858,6.72417,-109.73829,672.90732,75.05682,78.85665,12130.407,1.92565,30.7139,39.83329,-114.402,43.91284,9.80607,9159.06,-2736.1743,250.61421,327.84246,0,17.53035,19.86917,359.45412,357.33444,13.02196,"0"
